Match Name,teamA_name,teamB_name,year,teamA_won,predicted,probability_teamA,correct,teamA_kills,teamB_kills,teamA_acs,teamB_acs,teamA_rating,teamB_rating,teamA_kd,teamB_kd,diff_kills,diff_acs,diff_kd,resultado_real,resultado_predicho,prediccion_correcta,confianza
Reckoning Esports vs Exceeli Esports,Exceeli Esports,Reckoning Esports,2022,0,0,2.868279024636609e-05,1,102.0,149.0,169.6,235.8,0.6679999999999999,1.33,0.6845637583892618,1.4607843137254901,-47.0,-66.20000000000002,-0.7762205553362284,Team B ganó,Team B ganó,Correcta,0.9999426344195073
zTitans vs SMARACIS eSports,SMARACIS eSports,zTitans,2021,1,1,0.9968194866655287,1,160.0,121.0,213.8,168.4,1.16,0.78,1.322314049586777,0.75625,39.0,45.400000000000006,0.5660640495867769,Team A ganó,Team A ganó,Correcta,0.9936389733310573
Nigma Galaxy vs Avante,Avante,Nigma Galaxy,2022,0,0,3.5453114458292835e-06,1,84.0,135.0,163.2,227.8,0.654,1.328,0.6222222222222222,1.6071428571428572,-51.0,-64.60000000000002,-0.984920634920635,Team B ganó,Team B ganó,Correcta,0.9999929093771084
Desperado vs CNJ Esports,CNJ Esports,Desperado,2022,1,1,0.9574258163790306,1,176.0,147.0,216.8,184.8,1.084,0.946,1.1972789115646258,0.8352272727272727,29.0,32.0,0.36205163883735314,Team A ganó,Team A ganó,Correcta,0.9148516327580611
ShikouKouketsu vs DeToNator,DeToNator,ShikouKouketsu,2022,1,1,0.939740356805101,1,164.0,146.0,221.2,202.4,1.142,0.8960000000000001,1.1156462585034013,0.8902439024390244,18.0,18.799999999999983,0.22540235606437686,Team A ganó,Team A ganó,Correcta,0.8794807136102021
TDCC vs trying to win,TDCC,trying to win,2021,0,0,0.00021594589876066037,1,111.0,156.0,180.2,228.6,0.76,1.2,0.7115384615384616,1.4054054054054055,-45.0,-48.400000000000006,-0.6938669438669439,Team B ganó,Team B ganó,Correcta,0.9995681082024787
KPI Gaming vs FunPlus Phoenix,FunPlus Phoenix,KPI Gaming,2022,0,1,0.8518841085257016,0,290.0,268.0,197.7,187.0,1.0690000000000002,0.909,1.0820895522388059,0.9241379310344827,22.0,10.699999999999989,0.15795162120432316,Team B ganó,Team A ganó,Incorrecta,0.7037682170514032
KEKW vs F9 Hetic,F9 Hetic,KEKW,2022,1,1,0.999998922215538,1,156.0,81.0,247.4,143.6,1.366,0.5780000000000001,1.9259259259259258,0.5192307692307693,75.0,103.80000000000001,1.4066951566951564,Team A ganó,Team A ganó,Correcta,0.999997844431076
NonsenseGaming vs ALSACE ESPORT ARENA,ALSACE ESPORT ARENA,NonsenseGaming,2022,0,0,2.344584728899951e-13,1,55.0,141.0,123.6,253.0,0.47800000000000004,1.528,0.3900709219858156,2.5636363636363635,-86.0,-129.4,-2.173565441650548,Team B ganó,Team B ganó,Correcta,0.999999999999531
We Dem Bois vs de_prodigy,We Dem Bois,de_prodigy,2022,1,1,0.950969300067718,1,224.0,193.0,210.6,183.8,1.1300000000000001,0.852,1.160621761658031,0.8616071428571429,31.0,26.799999999999983,0.2990146188008881,Team A ganó,Team A ganó,Correcta,0.9019386001354359
Rix.GG Thunder vs Lucky Boys,Lucky Boys,Rix.GG Thunder,2021,0,0,5.016193917346354e-07,1,87.0,152.0,154.0,243.4,0.604,1.322,0.5723684210526315,1.7471264367816093,-65.0,-89.4,-1.1747580157289779,Team B ganó,Team B ganó,Correcta,0.9999989967612165
Giants Gaming vs ownage,Giants Gaming,ownage,2022,1,1,0.9999844173264918,1,157.0,92.0,246.4,161.4,1.3519999999999999,0.6180000000000001,1.7065217391304348,0.5859872611464968,65.0,85.0,1.120534477983938,Team A ganó,Team A ganó,Correcta,0.9999688346529836
Trace Esports vs Xi Lai Gaming,Trace Esports,Xi Lai Gaming,2025,0,0,0.1141050182940591,1,216.0,237.0,188.2,199.2,0.9,1.014,0.9113924050632911,1.0972222222222223,-21.0,-11.0,-0.1858298171589312,Team B ganó,Team B ganó,Correcta,0.7717899634118818
Built By Gamers vs BASILISK,BASILISK,Built By Gamers,2021,0,0,0.0037774492088342598,1,132.0,164.0,193.8,226.2,0.8480000000000001,1.104,0.8048780487804879,1.2424242424242424,-32.0,-32.39999999999998,-0.4375461936437546,Team B ganó,Team B ganó,Correcta,0.9924451015823315
Akella vs beastcoast,Akella,beastcoast,2021,0,0,0.3090022528762514,1,221.0,234.0,213.4,225.0,,,0.9444444444444444,1.0588235294117647,-13.0,-11.599999999999994,-0.1143790849673203,Team B ganó,Team B ganó,Correcta,0.38199549424749724
DRX vs BOOM Esports,BOOM Esports,DRX,2025,1,1,0.935420967155015,1,254.0,222.0,210.4,188.6,1.062,0.876,1.1390134529147982,0.8740157480314961,32.0,21.80000000000001,0.2649977048833021,Team A ganó,Team A ganó,Correcta,0.87084193431003
Dame Time vs AREA,AREA,Dame Time,2021,1,1,0.9999979370557812,1,147.0,82.0,238.2,157.6,1.364,0.592,1.7926829268292683,0.5578231292517006,65.0,80.6,1.2348597975775677,Team A ganó,Team A ganó,Correcta,0.9999958741115624
VIRTUOSO vs T1,T1,VIRTUOSO,2022,0,0,0.0005798238521099051,1,122.0,166.0,172.8,220.6,0.82,1.192,0.7349397590361446,1.360655737704918,-44.0,-47.79999999999998,-0.6257159786687734,Team B ganó,Team B ganó,Correcta,0.9988403522957802
Steal Your Glory vs Fancy United Esports,Fancy United Esports,Steal Your Glory,2021,0,0,0.0032731579061103596,1,128.0,162.0,182.8,223.0,0.79,1.206,0.7901234567901234,1.265625,-34.0,-40.19999999999999,-0.4755015432098766,Team B ganó,Team B ganó,Correcta,0.9934536841877792
Team Vitality vs BIG,BIG,Team Vitality,2022,0,1,0.9022306479674013,0,542.0,468.0,204.7,181.5,1.101,0.892,1.1581196581196582,0.8634686346863468,74.0,23.19999999999999,0.2946510234333114,Team B ganó,Team A ganó,Incorrecta,0.8044612959348025
Eternal Fire vs Witch E-Sports,Eternal Fire,Witch E-Sports,2022,1,1,0.999999421527692,1,139.0,73.0,231.0,142.4,1.3900000000000001,0.592,1.904109589041096,0.5251798561151079,66.0,88.6,1.3789297329259882,Team A ganó,Team A ganó,Correcta,0.9999988430553839
Resonate vs GONJO,GONJO,Resonate,2022,0,0,0.023020176189611764,1,202.0,241.0,190.4,224.2,0.882,1.142,0.8381742738589212,1.193069306930693,-39.0,-33.79999999999998,-0.35489503307177184,Team B ganó,Team B ganó,Correcta,0.9539596476207765
feelmyhack vs NoMercy,NoMercy,feelmyhack,2021,1,1,0.824971425714072,1,172.0,162.0,220.0,219.2,1.032,0.952,1.0617283950617284,0.9418604651162791,10.0,0.8000000000000114,0.11986792994544937,Team A ganó,Team A ganó,Correcta,0.649942851428144
PC vs LEVEL UP,LEVEL UP,PC,2022,1,1,0.9333942172790001,1,158.0,140.0,211.2,186.8,1.1099999999999999,0.8779999999999999,1.1285714285714286,0.8860759493670886,18.0,24.399999999999977,0.24249547920434,Team A ganó,Team A ganó,Correcta,0.8667884345580001
Action PH vs ONIC G,Action PH,ONIC G,2022,0,0,0.16088251514662663,1,165.0,177.0,210.2,218.2,0.962,1.042,0.9322033898305084,1.0727272727272728,-12.0,-8.0,-0.14052388289676432,Team B ganó,Team B ganó,Correcta,0.6782349697067467
Fortnite Fraggers vs Stealth,Fortnite Fraggers,Stealth,2021,1,1,0.999757572099889,1,159.0,107.0,231.2,176.8,1.232,0.736,1.485981308411215,0.6729559748427673,52.0,54.39999999999998,0.8130253335684478,Team A ganó,Team A ganó,Correcta,0.999515144199778
Nemesis vs NW Esports,NW Esports,Nemesis,2022,1,1,0.8073331911182318,1,258.0,243.0,225.8,214.0,1.08,0.9359999999999999,1.0617283950617284,0.9418604651162791,15.0,11.800000000000011,0.11986792994544937,Team A ganó,Team A ganó,Correcta,0.6146663822364635
Schat'z vs Merlyn Esports,Merlyn Esports,Schat'z,2021,0,0,0.0982347214688725,1,164.0,180.0,204.4,214.4,0.908,1.064,0.9060773480662984,1.0975609756097562,-16.0,-10.0,-0.19148362754345782,Team B ganó,Team B ganó,Correcta,0.8035305570622551
Vacuumers vs sas elle,Vacuumers,sas elle,2021,0,0,0.24274332878934282,1,291.0,312.0,205.8,222.2,0.9460000000000001,1.04,0.9326923076923077,1.0721649484536082,-21.0,-16.399999999999977,-0.1394726407613005,Team B ganó,Team B ganó,Correcta,0.5145133424213144
Knights vs Sbread Gaming,Knights,Sbread Gaming,2021,1,1,0.9999230479387949,1,147.0,95.0,249.2,186.8,1.246,0.696,1.5473684210526315,0.6462585034013606,52.0,62.39999999999998,0.9011099176512709,Team A ganó,Team A ganó,Correcta,0.9998460958775899
Stars Horizon vs Gamelanders Blue,Gamelanders Blue,Stars Horizon,2022,0,0,0.17286428457312422,1,171.0,179.0,190.8,200.0,0.924,1.0859999999999999,0.9553072625698324,1.0467836257309941,-8.0,-9.199999999999989,-0.0914763631611617,Team B ganó,Team B ganó,Correcta,0.6542714308537516
F4Q vs v0rteX 5,F4Q,v0rteX 5,2021,1,1,0.998076225791702,1,147.0,105.0,241.8,196.4,,,1.4,0.7142857142857143,42.0,45.400000000000006,0.6857142857142856,Team A ganó,Team A ganó,Correcta,0.9961524515834039
NUTURN vs FNATIC,FNATIC,NUTURN,2021,1,1,0.6737652783110983,1,223.0,217.0,203.8,198.0,1.01,0.9400000000000001,1.0276497695852536,0.96875,6.0,5.800000000000011,0.05889976958525356,Team A ganó,Team A ganó,Correcta,0.3475305566221967
FUT Esports vs Blame Esports,Blame Esports,FUT Esports,2021,0,0,0.00014251404059042547,1,97.0,147.0,172.8,234.4,,,0.6598639455782312,1.5154639175257731,-50.0,-61.599999999999994,-0.8555999719475419,Team B ganó,Team B ganó,Correcta,0.9997149719188192
paiN Gaming vs Team Vikings,Team Vikings,paiN Gaming,2021,1,1,0.9996198928325032,1,304.0,186.0,233.8,158.6,,,1.6344086021505377,0.6098360655737705,118.0,75.20000000000002,1.0245725365767673,Team A ganó,Team A ganó,Correcta,0.9992397856650064
Sector One vs Inside Games,Inside Games,Sector One,2021,1,1,0.9973250732517958,1,150.0,109.0,227.8,183.4,,,1.3761467889908257,0.7266666666666667,41.0,44.400000000000006,0.649480122324159,Team A ganó,Team A ganó,Correcta,0.9946501465035915
Able Esports vs Vancouver Elated,Able Esports,Vancouver Elated,2021,1,1,0.9997332674115725,1,142.0,100.0,225.4,167.8,1.264,0.726,1.42,0.704225352112676,42.0,57.599999999999994,0.7157746478873239,Team A ganó,Team A ganó,Correcta,0.9994665348231451
Gen.G vs TAMU Maroon,Gen.G,TAMU Maroon,2021,1,1,0.9999983923044028,1,139.0,69.0,247.6,144.2,,,2.0144927536231885,0.4928571428571429,70.0,103.4,1.5216356107660456,Team A ganó,Team A ganó,Correcta,0.9999967846088056
DRX vs SPEAR GAMING,DRX,SPEAR GAMING,2022,1,1,0.9986811612857543,1,151.0,113.0,239.4,188.8,1.208,0.778,1.336283185840708,0.7483443708609272,38.0,50.599999999999994,0.5879388149797808,Team A ganó,Team A ganó,Correcta,0.9973623225715087
TENSTAR vs LDN UTD,LDN UTD,TENSTAR,2022,1,1,0.9738250303402586,1,169.0,144.0,205.4,175.6,1.138,0.8939999999999999,1.1736111111111112,0.8520710059171598,25.0,29.80000000000001,0.3215401051939514,Team A ganó,Team A ganó,Correcta,0.9476500606805172
36NUMBER vs Bballerz,36NUMBER,Bballerz,2021,1,1,0.9999879521660356,1,148.0,85.0,235.0,149.0,1.298,0.652,1.7411764705882353,0.5743243243243243,63.0,86.0,1.166852146263911,Team A ganó,Team A ganó,Correcta,0.9999759043320713
m.eS Revolutionary Gamers vs Union Gaming,Union Gaming,m.eS Revolutionary Gamers,2021,1,1,0.9995015695246771,1,234.0,158.0,234.2,166.0,1.284,0.682,1.481012658227848,0.6752136752136753,76.0,68.19999999999999,0.8057989830141727,Team A ganó,Team A ganó,Correcta,0.9990031390493541
HONK vs Prinzen von Stuttgart,HONK,Prinzen von Stuttgart,2021,1,1,0.9998557788304008,1,146.0,99.0,240.2,179.2,1.268,0.72,1.4747474747474747,0.678082191780822,47.0,61.0,0.7966652829666527,Team A ganó,Team A ganó,Correcta,0.9997115576608016
Dajjal vs Cyber Esports,Cyber Esports,Dajjal,2022,0,0,0.1083201620667185,1,232.0,264.0,191.6,219.8,0.9099999999999999,1.082,0.8787878787878788,1.1379310344827587,-32.0,-28.200000000000017,-0.2591431556948799,Team B ganó,Team B ganó,Correcta,0.783359675866563
Hike Digital Esports vs Persija Esports,Hike Digital Esports,Persija Esports,2022,1,0,0.43286858238560494,0,202.0,203.0,211.0,204.0,1.014,0.9800000000000001,0.9901960784313726,1.004950495049505,-1.0,7.0,-0.014754416618132371,Team A ganó,Team B ganó,Incorrecta,0.13426283522879012
EXODIA vs Panda E-Sports,EXODIA,Panda E-Sports,2022,1,1,0.9999658236460583,1,152.0,93.0,240.2,167.0,1.292,0.67,1.6344086021505377,0.6118421052631579,59.0,73.19999999999999,1.02256649688738,Team A ganó,Team A ganó,Correcta,0.9999316472921167
TENSTAR vs Guild Esports,Guild Esports,TENSTAR,2022,1,1,0.9729870698441438,1,168.0,144.0,219.8,192.0,1.1400000000000001,0.8480000000000001,1.1666666666666667,0.8571428571428571,24.0,27.80000000000001,0.30952380952380965,Team A ganó,Team A ganó,Correcta,0.9459741396882877
tyeasy vs Trident Clan,Trident Clan,tyeasy,2021,0,0,0.2732811683239718,1,200.0,218.0,195.2,216.4,,,0.91324200913242,1.09,-18.0,-21.200000000000017,-0.17675799086758004,Team B ganó,Team B ganó,Correcta,0.4534376633520564
Velocity Gaming vs Reckoning Esports,Reckoning Esports,Velocity Gaming,2022,0,0,0.04635079362788844,1,220.0,250.0,194.2,211.6,0.8939999999999999,1.074,0.8764940239043825,1.1363636363636365,-30.0,-17.400000000000006,-0.259869612459254,Team B ganó,Team B ganó,Correcta,0.9072984127442232
XcN Gaming vs Power Danger Esport,Power Danger Esport,XcN Gaming,2021,0,0,0.00012682577407594013,1,107.0,163.0,172.2,238.6,,,0.656441717791411,1.5233644859813085,-56.0,-66.4,-0.8669227681898974,Team B ganó,Team B ganó,Correcta,0.9997463484518481
Cyber Skull Esports vs BBL Esports,BBL Esports,Cyber Skull Esports,2021,1,1,0.737689497255975,1,195.0,188.0,221.8,218.6,1.0539999999999998,0.9480000000000001,1.0372340425531914,0.9641025641025641,7.0,3.200000000000017,0.07313147845062729,Team A ganó,Team A ganó,Correcta,0.47537899451195
KOVA vs Avante,Avante,KOVA,2022,0,0,2.7392452373278863e-10,1,65.0,134.0,126.6,231.6,0.514,1.502,0.48507462686567165,2.0615384615384613,-69.0,-105.0,-1.5764638346727897,Team B ganó,Team B ganó,Correcta,0.9999999994521509
Alliance vs 19esports,19esports,Alliance,2021,0,0,0.007422051681072993,1,152.0,190.0,176.0,238.6,0.6839999999999999,1.294,0.8,1.25,-38.0,-62.599999999999994,-0.44999999999999996,Team B ganó,Team B ganó,Correcta,0.985155896637854
Absolute JUPITER vs LAG Gaming,Absolute JUPITER,LAG Gaming,2021,1,1,0.9431984861108156,1,160.0,138.0,211.0,191.6,,,1.1594202898550725,0.8625,22.0,19.400000000000006,0.29692028985507246,Team A ganó,Team A ganó,Correcta,0.8863969722216312
slime slats vs Reborn,Reborn,slime slats,2021,0,0,0.0004237867696998824,1,111.0,155.0,178.4,232.0,0.738,1.216,0.7161290322580646,1.3963963963963963,-44.0,-53.599999999999994,-0.6802673641383318,Team B ganó,Team B ganó,Correcta,0.9991524264606002
OOKERS vs Insight,Insight,OOKERS,2021,1,1,0.6080580136233644,1,225.0,223.0,199.4,199.8,1.002,0.974,1.0089686098654709,0.9911111111111112,2.0,-0.4000000000000057,0.017857498754359713,Team A ganó,Team A ganó,Correcta,0.21611602724672885
DarkZero Esports vs RUSH,DarkZero Esports,RUSH,2022,1,1,0.9995878517546402,1,160.0,110.0,219.4,165.2,1.194,0.778,1.4545454545454546,0.6875,50.0,54.20000000000002,0.7670454545454546,Team A ganó,Team A ganó,Correcta,0.9991757035092803
Hurts Like This vs Physical,Hurts Like This,Physical,2021,0,0,6.384957647748488e-06,1,91.0,154.0,169.4,241.8,,,0.5909090909090909,1.6923076923076923,-63.0,-72.4,-1.1013986013986012,Team B ganó,Team B ganó,Correcta,0.9999872300847045
Nova Esports vs Bilibili Gaming,Bilibili Gaming,Nova Esports,2024,1,1,0.894230089506065,1,260.0,226.0,216.0,180.4,,,1.145374449339207,0.8659003831417624,34.0,35.599999999999994,0.27947406619744464,Team A ganó,Team A ganó,Correcta,0.78846017901213
Team Zaxaro vs Straight Outta Retirement,Straight Outta Retirement,Team Zaxaro,2022,1,1,0.999987766501921,1,146.0,87.0,239.8,153.2,1.394,0.584,1.6781609195402298,0.5958904109589042,59.0,86.60000000000002,1.0822705085813258,Team A ganó,Team A ganó,Correcta,0.999975533003842
Z11 vs Sainuahualouis,Sainuahualouis,Z11,2022,1,1,0.9955451415178955,1,329.0,246.0,230.4,179.9,1.192,0.778,1.3373983739837398,0.7477203647416414,83.0,50.5,0.5896780092420985,Team A ganó,Team A ganó,Correcta,0.991090283035791
X10 Esports vs CBT Gaming,CBT Gaming,X10 Esports,2021,0,0,0.47037648726723535,1,226.0,228.0,201.8,200.6,1.01,0.992,0.9912280701754386,1.008849557522124,-2.0,1.200000000000017,-0.01762148734668534,Team B ganó,Team B ganó,Correcta,0.05924702546552929
iPon Esport vs Team Name,Team Name,iPon Esport,2021,0,0,5.543643463263956e-09,1,75.0,150.0,147.6,242.6,0.584,1.364,0.5,2.0,-75.0,-95.0,-1.5,Team B ganó,Team B ganó,Correcta,0.999999988912713
Unity Esports vs Papara SuperMassive,Papara SuperMassive,Unity Esports,2021,0,1,0.5999990399052997,0,228.0,223.0,211.8,209.4,0.982,0.97,1.0224215246636772,0.9780701754385965,5.0,2.4000000000000057,0.04435134922508066,Team B ganó,Team A ganó,Incorrecta,0.19999807981059936
Cloud9 White vs Evolved Gamers,Cloud9 White,Evolved Gamers,2021,1,1,0.9539942869576131,1,116.0,104.0,206.8,196.4,1.05,0.916,1.1153846153846154,0.896551724137931,12.0,10.400000000000006,0.21883289124668437,Team A ganó,Team A ganó,Correcta,0.9079885739152262
TYLOO vs Attacking Soul Esports,Attacking Soul Esports,TYLOO,2023,0,0,0.44751432367277405,1,235.0,228.0,210.4,191.6,,,1.030701754385965,0.9702127659574468,7.0,18.80000000000001,0.06048898842851813,Team B ganó,Team B ganó,Correcta,0.1049713526544519
Vexo Esports vs 604,604,Vexo Esports,2022,0,0,1.829195913703811e-07,1,78.0,140.0,164.2,248.4,0.638,1.334,0.5571428571428572,1.794871794871795,-62.0,-84.20000000000002,-1.2377289377289378,Team B ganó,Team B ganó,Correcta,0.9999996341608173
Complexity vs HorizonGG,Complexity,HorizonGG,2021,1,1,0.9999999514547292,1,137.0,64.0,253.0,141.8,1.516,0.434,2.140625,0.46715328467153283,73.0,111.19999999999999,1.6734717153284673,Team A ganó,Team A ganó,Correcta,0.9999999029094584
Slimy Boogermen vs Elysium,Elysium,Slimy Boogermen,2021,0,0,0.012387489460518224,1,184.0,233.0,185.8,220.8,,,0.7896995708154506,1.266304347826087,-49.0,-35.0,-0.4766047770106363,Team B ganó,Team B ganó,Correcta,0.9752250210789636
Vision Strikers vs GoNGo Prince,GoNGo Prince,Vision Strikers,2021,0,0,5.421195652825319e-05,1,94.0,140.0,164.0,219.33333333333334,0.76,1.1583333333333334,0.6714285714285714,1.4893617021276595,-46.0,-55.33333333333334,-0.8179331306990881,Team B ganó,Team B ganó,Correcta,0.9998915760869435
KRÜ Esports vs G2 Esports,G2 Esports,KRÜ Esports,2024,1,1,0.9222115574703961,1,396.0,347.0,213.1,185.5,1.092,0.851,1.1412103746397695,0.8762626262626263,49.0,27.599999999999994,0.2649477483771432,Team A ganó,Team A ganó,Correcta,0.8444231149407921
Ninjas in Pyjamas vs Team Heretics,Ninjas in Pyjamas,Team Heretics,2021,0,0,0.09163497910582086,1,217.0,238.0,187.0,198.0,0.906,1.088,0.9117647058823529,1.096774193548387,-21.0,-11.0,-0.1850094876660341,Team B ganó,Team B ganó,Correcta,0.8167300417883583
Reality Rift vs Team SMG,Reality Rift,Team SMG,2021,1,1,0.6853809257229289,1,549.0,525.0,206.4,200.7,,,1.0457142857142858,0.9562841530054644,24.0,5.700000000000017,0.08943013270882139,Team A ganó,Team A ganó,Correcta,0.3707618514458577
Utah Bless vs LUSA White,LUSA White,Utah Bless,2022,1,1,0.9917806456289591,1,167.0,135.0,213.6,183.4,1.1620000000000001,0.828,1.237037037037037,0.8083832335329342,32.0,30.19999999999999,0.42865380350410276,Team A ganó,Team A ganó,Correcta,0.9835612912579181
Karagümrük Esports vs IceCastle,IceCastle,Karagümrük Esports,2022,0,0,0.00012438343792704973,1,107.0,157.0,170.6,226.8,0.746,1.238,0.6815286624203821,1.4672897196261683,-50.0,-56.20000000000002,-0.7857610572057862,Team B ganó,Team B ganó,Correcta,0.9997512331241459
KPI Gaming vs UCAM Esports Club,KPI Gaming,UCAM Esports Club,2021,0,0,0.2720420046645358,1,232.0,242.0,202.2,211.2,0.938,1.032,0.9586776859504132,1.043103448275862,-10.0,-9.0,-0.08442576232544885,Team B ganó,Team B ganó,Correcta,0.45591599067092836
4iHNK vs Aesir Esports,4iHNK,Aesir Esports,2021,1,1,0.9999993727451866,1,142.0,72.0,248.2,148.2,1.376,0.544,1.9452054794520548,0.5070422535211268,70.0,100.0,1.438163225930928,Team A ganó,Team A ganó,Correcta,0.9999987454903732
BASILISK vs 1337,1337,BASILISK,2022,0,0,0.06202568673744632,1,205.0,229.0,203.2,219.8,0.89,1.088,0.8951965065502183,1.1170731707317074,-24.0,-16.600000000000023,-0.2218766641814891,Team B ganó,Team B ganó,Correcta,0.8759486265251073
AXIBYTE ESPORTS vs 19esports,19esports,AXIBYTE ESPORTS,2022,1,1,0.9242695400860986,1,246.0,217.0,214.2,196.4,1.072,0.9259999999999999,1.1336405529953917,0.8821138211382114,29.0,17.799999999999983,0.25152673185718033,Team A ganó,Team A ganó,Correcta,0.8485390801721973
Evil Geniuses vs Aqua,Aqua,Evil Geniuses,2021,0,0,2.0668733090323534e-06,1,88.0,158.0,157.0,255.0,,,0.5569620253164557,1.7954545454545454,-70.0,-98.0,-1.2384925201380899,Team B ganó,Team B ganó,Correcta,0.9999958662533819
Dialed In vs ATK Mode,ATK Mode,Dialed In,2021,0,0,5.5559238205575505e-05,1,94.0,148.0,174.8,248.2,,,0.6351351351351351,1.574468085106383,-54.0,-73.39999999999998,-0.9393329499712479,Team B ganó,Team B ganó,Correcta,0.9998888815235889
Nghiện Thêm Lần Nữ vs Team Joy,Nghiện Thêm Lần Nữ,Team Joy,2022,0,0,0.000467047682702393,1,79.0,102.0,116.66666666666667,124.66666666666667,0.7933333333333333,1.0166666666666666,0.7745098039215687,1.2911392405063291,-23.0,-8.0,-0.5166294365847605,Team B ganó,Team B ganó,Correcta,0.9990659046345952
Ghost Gaming vs 5 of a Kind,5 of a Kind,Ghost Gaming,2022,0,0,2.946422872646417e-11,1,60.0,138.0,132.5,260.8,0.4166666666666667,1.534,0.43478260869565216,2.3,-78.0,-128.3,-1.8652173913043477,Team B ganó,Team B ganó,Correcta,0.9999999999410716
Border Monsters vs Uruz Esports,Border Monsters,Uruz Esports,2021,1,1,0.999999963670779,1,143.0,65.0,253.0,136.6,1.424,0.51,2.1666666666666665,0.45454545454545453,78.0,116.4,1.712121212121212,Team A ganó,Team A ganó,Correcta,0.9999999273415581
Zero Risk vs Straight Warfare,Straight Warfare,Zero Risk,2021,1,1,0.9999446974958461,1,154.0,97.0,243.0,171.4,1.292,0.652,1.5876288659793814,0.6298701298701299,57.0,71.6,0.9577587361092514,Team A ganó,Team A ganó,Correcta,0.9998893949916923
Keyd Stars vs blackhat esports,Keyd Stars,blackhat esports,2021,1,1,0.9974732558596865,1,153.0,115.0,220.6,168.0,1.222,0.752,1.3304347826086957,0.7516339869281046,38.0,52.599999999999994,0.5788007956805912,Team A ganó,Team A ganó,Correcta,0.994946511719373
Namak Boys vs Team Arrow,Namak Boys,Team Arrow,2021,0,0,1.8599064831968443e-09,1,72.0,146.0,136.0,236.6,0.542,1.406,0.4931506849315068,2.0277777777777777,-74.0,-100.6,-1.5346270928462709,Team B ganó,Team B ganó,Correcta,0.999999996280187
No Brimstone vs Sainuahualouis,No Brimstone,Sainuahualouis,2022,0,0,0.1393980250530409,1,177.0,189.0,210.0,218.2,0.9339999999999999,1.066,0.9365079365079365,1.0677966101694916,-12.0,-8.199999999999989,-0.13128867366155506,Team B ganó,Team B ganó,Correcta,0.7212039498939182
NRG Esports vs Pioneers,NRG Esports,Pioneers,2022,1,1,0.9908571897370146,1,215.0,172.0,218.2,175.4,1.192,0.774,1.25,0.8,43.0,42.79999999999998,0.44999999999999996,Team A ganó,Team A ganó,Correcta,0.9817143794740293
Team 600 vs JMNY6,JMNY6,Team 600,2021,0,0,0.01789891550109669,1,135.0,168.0,181.8,219.8,,,0.8035714285714286,1.2444444444444445,-33.0,-38.0,-0.44087301587301586,Team B ganó,Team B ganó,Correcta,0.9642021689978066
Paper Rex vs Team Heretics,Paper Rex,Team Heretics,2025,1,1,0.9341533247749472,1,237.0,208.0,215.0,190.2,1.048,0.9259999999999999,1.1394230769230769,0.8776371308016878,29.0,24.80000000000001,0.26178594612138906,Team A ganó,Team A ganó,Correcta,0.8683066495498943
Flat White vs EX COMMUNICADO,EX COMMUNICADO,Flat White,2021,1,1,0.8346279411079276,1,200.0,187.0,206.2,200.0,1.028,0.9359999999999999,1.0695187165775402,0.935,13.0,6.199999999999989,0.1345187165775401,Team A ganó,Team A ganó,Correcta,0.6692558822158552
Only One Word vs Oblivion Force,Oblivion Force,Only One Word,2022,1,1,0.999998808936754,1,145.0,79.0,244.2,142.8,1.4,0.588,1.8354430379746836,0.5448275862068965,66.0,101.39999999999998,1.290615451767787,Team A ganó,Team A ganó,Correcta,0.9999976178735079
NOX Esports vs LDN UTD,LDN UTD,NOX Esports,2021,1,1,0.9975043729467886,1,167.0,125.0,234.0,186.8,1.206,0.756,1.3253968253968254,0.7485029940119761,42.0,47.19999999999999,0.5768938313848493,Team A ganó,Team A ganó,Correcta,0.9950087458935772
PROJECT X vs NBKS CENTURIONS,NBKS CENTURIONS,PROJECT X,2021,1,1,0.9823222764421007,1,223.0,171.0,232.4,182.0,,,1.304093567251462,0.7668161434977578,52.0,50.400000000000006,0.5372774237537041,Team A ganó,Team A ganó,Correcta,0.9646445528842014
On The Way vs ThiccWRECK,On The Way,ThiccWRECK,2021,1,1,0.9998922257182601,1,147.0,92.0,232.6,160.4,,,1.5978260869565217,0.6216216216216216,55.0,72.19999999999999,0.9762044653349001,Team A ganó,Team A ganó,Correcta,0.9997844514365202
Skwirel Warriers vs StayHydrated,Skwirel Warriers,StayHydrated,2022,1,1,0.9999229632080934,1,158.0,105.0,241.8,176.2,1.324,0.694,1.5047619047619047,0.6645569620253164,53.0,65.60000000000002,0.8402049427365883,Team A ganó,Team A ganó,Correcta,0.9998459264161867
Action PH vs 717 Monster Esports,717 Monster Esports,Action PH,2022,0,0,8.979191993342692e-10,1,55.0,114.0,121.8,203.4,0.562,1.33,0.4824561403508772,2.0727272727272728,-59.0,-81.60000000000001,-1.5902711323763956,Team B ganó,Team B ganó,Correcta,0.9999999982041616
KOI vs NRG Esports,KOI,NRG Esports,2023,0,0,0.06620006686282853,1,135.0,152.0,170.6,196.4,0.884,1.1380000000000001,0.8881578947368421,1.125925925925926,-17.0,-25.80000000000001,-0.23776803118908385,Team B ganó,Team B ganó,Correcta,0.8675998662743429
