Match Name,teamA_name,teamB_name,year,teamA_won,predicted,probability_teamA,correct,teamA_kills,teamB_kills,teamA_acs,teamB_acs,teamA_rating,teamB_rating,teamA_kd,teamB_kd,diff_kills,diff_acs,diff_kd,resultado_real,resultado_predicho,prediccion_correcta,confianza
Rix.GG Thunder vs iPon Esport,Rix.GG Thunder,iPon Esport,2022,1,1,0.9815157948201289,1,166.0,138.0,198.6,175.6,1.1099999999999999,0.9179999999999999,1.2028985507246377,0.8313253012048193,28.0,23.0,0.3715732495198184,Team A ganó,Team A ganó,Correcta,0.9630315896402577
Cloud9 vs 2Game Esports,2Game Esports,Cloud9,2025,0,0,3.484197558357415e-05,1,91.0,139.0,154.0,231.0,0.612,1.058,0.6546762589928058,1.5274725274725274,-48.0,-77.0,-0.8727962684797216,Team B ganó,Team B ganó,Correcta,0.9999303160488329
Rise Gaming vs OS GURI DA GERAL DO GREMIO,OS GURI DA GERAL DO GREMIO,Rise Gaming,2022,0,0,0.005321707180081232,1,252.0,322.0,183.2,219.8,0.86,1.1640000000000001,0.782608695652174,1.2777777777777777,-70.0,-36.60000000000002,-0.49516908212560373,Team B ganó,Team B ganó,Correcta,0.9893565856398375
AstraSect vs Flex Gaming,AstraSect,Flex Gaming,2022,0,0,0.05118396014576816,1,207.0,238.0,190.2,212.0,0.9039999999999999,1.094,0.8697478991596639,1.1497584541062802,-31.0,-21.80000000000001,-0.2800105549466163,Team B ganó,Team B ganó,Correcta,0.8976320797084637
Sweet and Spicy Cajun vs TEAM NOVA SPHINX,Sweet and Spicy Cajun,TEAM NOVA SPHINX,2022,1,1,0.9329007319258021,1,175.0,157.0,218.2,201.4,1.084,0.8939999999999999,1.1146496815286624,0.8971428571428571,18.0,16.799999999999983,0.21750682438580526,Team A ganó,Team A ganó,Correcta,0.8658014638516043
LEVIATÁN vs Team Samurai,LEVIATÁN,Team Samurai,2021,0,1,0.9847783923458447,0,194.0,150.0,229.8,180.2,,,1.2933333333333332,0.7731958762886598,44.0,49.60000000000002,0.5201374570446734,Team B ganó,Team A ganó,Incorrecta,0.9695567846916895
Louvre vs Orgless,Louvre,Orgless,2021,1,0,0.00010268177704037348,0,102.0,161.0,165.8,233.6,,,0.6335403726708074,1.5784313725490196,-59.0,-67.79999999999998,-0.9448909998782121,Team A ganó,Team B ganó,Incorrecta,0.9997946364459193
FunPlus Phoenix vs Alliance,Alliance,FunPlus Phoenix,2021,0,0,0.0025250200049749066,1,129.0,175.0,188.2,230.0,,,0.7371428571428571,1.3565891472868217,-46.0,-41.80000000000001,-0.6194462901439646,Team B ganó,Team B ganó,Correcta,0.9949499599900502
Equinox Esports vs Spotlight,Equinox Esports,Spotlight,2021,1,1,0.9874109335469873,1,149.0,112.0,233.4,176.2,,,1.3303571428571428,0.7516778523489933,37.0,57.20000000000002,0.5786792905081495,Team A ganó,Team A ganó,Correcta,0.9748218670939746
303 Esports vs Entourage,303 Esports,Entourage,2021,1,1,0.9699195083436247,1,183.0,146.0,223.2,187.0,,,1.2448979591836735,0.7978142076502732,37.0,36.19999999999999,0.4470837515334003,Team A ganó,Team A ganó,Correcta,0.9398390166872495
DAT vs Aspire,Aspire,DAT,2021,0,0,0.19596140831609213,1,259.0,280.0,199.0,212.0,0.9560000000000001,1.042,0.925,1.0810810810810811,-21.0,-13.0,-0.1560810810810811,Team B ganó,Team B ganó,Correcta,0.6080771833678158
Ksenox vs QLF Clan,Ksenox,QLF Clan,2021,1,1,0.9997657570316961,1,149.0,103.0,215.4,167.0,1.234,0.716,1.4466019417475728,0.6912751677852349,46.0,48.400000000000006,0.7553267739623379,Team A ganó,Team A ganó,Correcta,0.9995315140633922
Kingsmen vs Team 600,Kingsmen,Team 600,2021,1,1,0.8213441534939316,1,414.0,367.0,219.8,196.3,1.004,0.9560000000000001,1.1280653950953679,0.8864734299516909,47.0,23.5,0.24159196514367698,Team A ganó,Team A ganó,Correcta,0.6426883069878633
Andbox vs On The Way,Andbox,On The Way,2021,1,1,0.9991160974397484,1,156.0,107.0,237.2,181.2,,,1.4579439252336448,0.6858974358974359,49.0,56.0,0.7720464893362089,Team A ganó,Team A ganó,Correcta,0.9982321948794968
Version1 vs Cloud9,Cloud9,Version1,2021,1,1,0.9756621126493494,1,151.0,131.0,215.0,192.8,1.1460000000000001,0.8780000000000001,1.1526717557251909,0.8675496688741722,20.0,22.19999999999999,0.2851220868510187,Team A ganó,Team A ganó,Correcta,0.9513242252986989
Yang Terxakiti vs VOIN DRIP,VOIN DRIP,Yang Terxakiti,2021,1,1,0.9756611314248015,1,161.0,136.0,213.16666666666666,185.8,1.1166666666666667,0.836,1.1838235294117647,0.84472049689441,25.0,27.366666666666646,0.33910303251735474,Team A ganó,Team A ganó,Correcta,0.951322262849603
SoaR vs TradeLikePros,SoaR,TradeLikePros,2022,1,1,0.8443558734310157,1,211.0,193.0,216.6,201.6,1.066,0.944,1.0932642487046633,0.9146919431279621,18.0,15.0,0.17857230557670123,Team A ganó,Team A ganó,Correcta,0.6887117468620314
15 Kings vs OG,15 Kings,OG,2021,0,0,0.0002506964907466182,1,108.0,153.0,177.2,227.0,0.844,1.166,0.7058823529411765,1.4166666666666667,-45.0,-49.80000000000001,-0.7107843137254902,Team B ganó,Team B ganó,Correcta,0.9994986070185068
Fenerbahçe Esports vs Regnum Carya Esports,Fenerbahçe Esports,Regnum Carya Esports,2022,1,1,0.9998021157767789,1,169.0,117.0,229.6,176.2,1.302,0.6940000000000001,1.4444444444444444,0.6923076923076923,52.0,53.400000000000006,0.7521367521367521,Team A ganó,Team A ganó,Correcta,0.9996042315535578
Galaxy Esports vs Avium Esports,Avium Esports,Galaxy Esports,2022,0,0,0.31231894363124224,1,214.0,221.0,204.8,205.2,0.9960000000000001,0.984,0.9683257918552036,1.0327102803738317,-7.0,-0.39999999999997726,-0.0643844885186281,Team B ganó,Team B ganó,Correcta,0.3753621127375155
FunPlus Phoenix vs XERXIA Esports,FunPlus Phoenix,XERXIA Esports,2022,1,1,0.5831896280394044,1,251.0,246.0,201.8,201.0,0.97,1.014,1.0203252032520325,0.9800796812749004,5.0,0.8000000000000114,0.04024552197713205,Team A ganó,Team A ganó,Correcta,0.16637925607880888
Girl Kissers vs Moonrise Black,Girl Kissers,Moonrise Black,2022,1,1,0.9999999999931919,1,134.0,47.0,266.0,121.6,1.6039999999999999,0.406,2.851063829787234,0.35074626865671643,87.0,144.4,2.5003175611305175,Team A ganó,Team A ganó,Correcta,0.9999999999863838
FULL SENSE vs Cloud9,Cloud9,FULL SENSE,2021,1,1,0.9397129634763267,1,169.0,151.0,210.8,186.4,1.1199999999999999,0.8859999999999999,1.119205298013245,0.893491124260355,18.0,24.400000000000006,0.22571417375288994,Team A ganó,Team A ganó,Correcta,0.8794259269526534
Team Mystic vs NANO,NANO,Team Mystic,2022,0,0,1.6162632361086397e-06,1,87.0,143.0,167.0,239.4,0.62,1.3699999999999999,0.6083916083916084,1.6436781609195403,-56.0,-72.4,-1.035286552527932,Team B ganó,Team B ganó,Correcta,0.9999967674735278
ZFGaming vs Bulldozer Gaming,Bulldozer Gaming,ZFGaming,2021,0,0,0.022398893006195093,1,144.0,180.0,193.2,230.0,,,0.8,1.25,-36.0,-36.80000000000001,-0.44999999999999996,Team B ganó,Team B ganó,Correcta,0.9552022139876098
AWARIA vs YONK,AWARIA,YONK,2022,0,0,0.08841403905542876,1,236.0,271.0,180.4,211.0,0.8939999999999999,1.1099999999999999,0.8708487084870848,1.1483050847457628,-35.0,-30.599999999999994,-0.2774563762586779,Team B ganó,Team B ganó,Correcta,0.8231719218891425
ReviveMeJett vs PointAndClick,PointAndClick,ReviveMeJett,2021,0,0,0.31788579046860577,1,218.0,223.0,203.0,212.6,0.924,1.03,0.9775784753363229,1.0229357798165137,-5.0,-9.599999999999994,-0.04535730448019082,Team B ganó,Team B ganó,Correcta,0.36422841906278847
CBT Gaming vs Griffin E-Sports,CBT Gaming,Griffin E-Sports,2021,0,1,0.9363292044365502,0,553.0,446.0,214.0,161.93333333333334,1.166,0.751,1.2399103139013452,0.8065099457504521,107.0,52.06666666666666,0.4334003681508931,Team B ganó,Team A ganó,Incorrecta,0.8726584088731004
INFINITY vs Team Cruelty,INFINITY,Team Cruelty,2022,0,0,0.0031171554301260584,1,129.0,166.0,188.6,236.8,0.842,1.1960000000000002,0.7771084337349398,1.2868217054263567,-37.0,-48.20000000000002,-0.5097132716914169,Team B ganó,Team B ganó,Correcta,0.9937656891397478
HEET vs Team Liquid,HEET,Team Liquid,2021,0,0,0.00024258035991722458,1,111.0,167.0,175.4,239.8,,,0.6646706586826348,1.5045045045045045,-56.0,-64.4,-0.8398338458218697,Team B ganó,Team B ganó,Correcta,0.9995148392801656
Andbox vs Amarok Esports,Amarok Esports,Andbox,2021,0,0,2.11405351848275e-07,1,74.0,141.0,147.6,254.6,,,0.524822695035461,1.9054054054054055,-67.0,-107.0,-1.3805827103699446,Team B ganó,Team B ganó,Correcta,0.9999995771892963
animel vs 6'4 fully tatted,6'4 fully tatted,animel,2021,0,0,0.09576522871958908,1,151.0,170.0,197.0,217.8,,,0.888235294117647,1.1258278145695364,-19.0,-20.80000000000001,-0.2375925204518894,Team B ganó,Team B ganó,Correcta,0.8084695425608218
Maru Gaming vs Acris Esports,Acris Esports,Maru Gaming,2022,0,0,0.11982862110245812,1,230.0,257.0,188.4,213.4,0.9,1.09,0.8949416342412452,1.117391304347826,-27.0,-25.0,-0.2224496701065809,Team B ganó,Team B ganó,Correcta,0.7603427577950838
Beyond Stratos Gaming vs Desperado,Beyond Stratos Gaming,Desperado,2022,0,0,0.19712576771656587,1,246.0,265.0,194.8,209.4,0.9380000000000001,1.0879999999999999,0.924812030075188,1.0728744939271255,-19.0,-14.599999999999994,-0.14806246385193755,Team B ganó,Team B ganó,Correcta,0.6057484645668683
Ninjas In Pyjamas vs DRX,DRX,Ninjas In Pyjamas,2022,1,1,0.9994720694227553,1,151.0,104.0,228.2,167.4,1.1960000000000002,0.8019999999999999,1.4519230769230769,0.6887417218543046,47.0,60.79999999999998,0.7631813550687723,Team A ganó,Team A ganó,Correcta,0.9989441388455107
Orgless vs Rendezvous,Orgless,Rendezvous,2021,1,1,0.9999994435824088,1,140.0,72.0,243.2,143.4,1.4060000000000001,0.542,1.9444444444444444,0.5142857142857142,68.0,99.79999999999998,1.4301587301587302,Team A ganó,Team A ganó,Correcta,0.9999988871648176
Renegades vs Grapefruit Techniques,Grapefruit Techniques,Renegades,2021,0,0,0.041726449499311355,1,143.0,162.0,206.6,219.2,0.906,1.05,0.8827160493827161,1.132867132867133,-19.0,-12.599999999999994,-0.25015108348441684,Team B ganó,Team B ganó,Correcta,0.9165471010013773
Fancy United Esports vs V Gaming,Fancy United Esports,V Gaming,2021,1,1,0.88214225730735,1,228.0,206.0,213.4,198.6,1.036,0.9179999999999999,1.1067961165048543,0.9035087719298246,22.0,14.800000000000011,0.20328734457502973,Team A ganó,Team A ganó,Correcta,0.7642845146146999
NUTURN vs Klaus,Klaus,NUTURN,2021,0,0,0.0027574595616327003,1,231.0,308.0,172.6,217.2,0.789,1.158,0.75,1.3333333333333333,-77.0,-44.599999999999994,-0.5833333333333333,Team B ganó,Team B ganó,Correcta,0.9944850808767346
Galaxy Esports vs LaZe,Galaxy Esports,LaZe,2022,0,0,0.048014691692037835,1,211.0,242.0,197.4,218.6,0.9199999999999999,1.092,0.871900826446281,1.146919431279621,-31.0,-21.19999999999999,-0.27501860483333995,Team B ganó,Team B ganó,Correcta,0.9039706166159244
DAMWON Gaming vs Incheon On Sla2ers,DAMWON Gaming,Incheon On Sla2ers,2022,0,0,0.049418415627704104,1,178.0,200.0,195.6,211.0,0.916,1.082,0.89,1.1235955056179776,-22.0,-15.400000000000006,-0.2335955056179776,Team B ganó,Team B ganó,Correcta,0.9011631687445918
SANA vs GAS TERUS,GAS TERUS,SANA,2022,0,1,0.7425378029279883,0,219.0,210.0,212.8,203.0,1.0779999999999998,0.906,1.042857142857143,0.958904109589041,9.0,9.800000000000011,0.08395303326810188,Team B ganó,Team A ganó,Incorrecta,0.48507560585597664
Attack All Around vs JaiSlai,Attack All Around,JaiSlai,2022,1,1,0.7305593893283772,1,188.0,182.0,197.2,193.2,1.016,0.986,1.032967032967033,0.9629629629629629,6.0,4.0,0.07000407000407016,Team A ganó,Team A ganó,Correcta,0.4611187786567543
Team Liquid vs MIBR,MIBR,Team Liquid,2025,0,0,0.018581583155028347,1,124.0,146.0,185.0,199.83333333333334,0.826,1.045,0.8493150684931506,1.1774193548387097,-22.0,-14.833333333333343,-0.3281042863455591,Team B ganó,Team B ganó,Correcta,0.9628368336899433
STAGA vs Gr1nd,Gr1nd,STAGA,2021,0,0,0.0037240498541931968,1,95.0,164.0,217.0,221.6,0.9733333333333333,1.176,0.979381443298969,1.2615384615384615,-69.0,-4.599999999999994,-0.28215701823949246,Team B ganó,Team B ganó,Correcta,0.9925519002916136
Rise Gaming vs Bomb Crypto,Bomb Crypto,Rise Gaming,2022,1,1,0.9999666398773416,1,150.0,91.0,247.6,162.4,1.348,0.63,1.6483516483516483,0.6066666666666667,59.0,85.19999999999999,1.0416849816849816,Team A ganó,Team A ganó,Correcta,0.9999332797546832
Tuzzy E-Sports vs VIM TIRAR ORG GRANDE,Tuzzy E-Sports,VIM TIRAR ORG GRANDE,2022,1,1,0.9906138096305669,1,191.0,155.0,225.6,195.4,1.152,0.85,1.232258064516129,0.8115183246073299,36.0,30.19999999999999,0.4207397399087991,Team A ganó,Team A ganó,Correcta,0.9812276192611338
Hobby eSports vs Rex Regum Qeon,Hobby eSports,Rex Regum Qeon,2022,0,0,7.80070122254569e-06,1,98.0,155.0,160.6,244.2,0.612,1.378,0.632258064516129,1.5816326530612246,-57.0,-83.6,-0.9493745885450956,Team B ganó,Team B ganó,Correcta,0.999984398597555
PAMPAS vs Malvinas Gaming,Malvinas Gaming,PAMPAS,2021,1,1,0.584817575762873,1,255.0,253.0,207.2,203.4,1.034,0.952,1.007905138339921,0.9921568627450981,2.0,3.799999999999983,0.015748275594822836,Team A ganó,Team A ganó,Correcta,0.16963515152574593
Lumsum vs Daytrade Nursery,Daytrade Nursery,Lumsum,2022,1,0,0.21740400821466,0,223.0,233.0,148.8,150.0,0.9259999999999999,0.9259999999999999,0.9570815450643777,1.0448430493273542,-10.0,-1.1999999999999886,-0.08776150426297646,Team A ganó,Team B ganó,Incorrecta,0.56519198357068
TNL Esports vs APEX PEOPLE,APEX PEOPLE,TNL Esports,2021,1,1,0.9211908566347501,1,183.0,158.0,230.2,204.2,,,1.150943396226415,0.8586956521739131,25.0,26.0,0.292247744052502,Team A ganó,Team A ganó,Correcta,0.8423817132695002
REPLY TOTEM vs DfuseTeam,DfuseTeam,REPLY TOTEM,2021,1,1,0.9944905281482654,1,171.0,124.0,232.6,184.6,,,1.3790322580645162,0.7251461988304093,47.0,48.0,0.6538860592341069,Team A ganó,Team A ganó,Correcta,0.9889810562965309
UGIT vs Deja Vu,Deja Vu,UGIT,2021,1,1,0.9999988913036908,1,140.0,71.0,244.6,150.8,,,1.971830985915493,0.5071428571428571,69.0,93.79999999999998,1.4646881287726359,Team A ganó,Team A ganó,Correcta,0.9999977826073816
ayned vs Average Joes,Average Joes,ayned,2021,1,1,0.6574059262017368,1,228.0,223.0,207.6,206.6,,,1.0224215246636772,0.9780701754385965,5.0,1.0,0.04435134922508066,Team A ganó,Team A ganó,Correcta,0.31481185240347354
Demon Time vs lads,Demon Time,lads,2021,1,1,0.9999593486221382,1,148.0,86.0,249.8,162.4,,,1.7209302325581395,0.581081081081081,62.0,87.4,1.1398491514770583,Team A ganó,Team A ganó,Correcta,0.9999186972442764
EXCEL vs Ignisoul Gaming,EXCEL,Ignisoul Gaming,2022,1,1,0.9868065831641034,1,188.0,152.0,222.6,191.8,1.128,0.868,1.236842105263158,0.8085106382978723,36.0,30.799999999999983,0.4283314669652857,Team A ganó,Team A ganó,Correcta,0.9736131663282068
não temos um plano vs KG Network,KG Network,não temos um plano,2021,1,1,0.9999508321852354,1,152.0,95.0,239.8,160.4,1.298,0.6519999999999999,1.6,0.625,57.0,79.4,0.9750000000000001,Team A ganó,Team A ganó,Correcta,0.9999016643704708
Todak vs Fastelle,Fastelle,Todak,2022,1,1,0.704305484658924,1,268.0,258.0,213.2,204.2,1.052,0.93,1.0387596899224807,0.9626865671641791,10.0,9.0,0.07607312275830158,Team A ganó,Team A ganó,Correcta,0.4086109693178479
TBA22 vs Bifrost,Bifrost,TBA22,2022,0,1,0.5214972292282043,0,193.0,194.0,195.8,196.6,1.012,1.002,0.9948453608247423,1.0,-1.0,-0.799999999999983,-0.005154639175257714,Team B ganó,Team A ganó,Incorrecta,0.04299445845640859
World Game Star vs ZFGaming,World Game Star,ZFGaming,2021,1,1,0.9665381651818782,1,165.0,135.0,235.2,201.0,,,1.2222222222222223,0.8181818181818182,30.0,34.19999999999999,0.4040404040404041,Team A ganó,Team A ganó,Correcta,0.9330763303637564
Ninjas In Pyjamas vs Keyd Stars,Keyd Stars,Ninjas In Pyjamas,2022,0,1,0.7782050306134646,0,1145.0,1248.0,194.45,217.45,0.8865000000000001,1.1315,0.9174679487179487,1.0899563318777292,-103.0,-23.0,-0.17248838315978055,Team B ganó,Team A ganó,Incorrecta,0.5564100612269292
Flash and Dash vs Chakalaka,Chakalaka,Flash and Dash,2021,1,1,0.9825979364790388,1,157.0,126.0,220.8,187.0,,,1.246031746031746,0.7974683544303798,31.0,33.80000000000001,0.44856339160136627,Team A ganó,Team A ganó,Correcta,0.9651958729580776
REIGN vs Catgirls,Catgirls,REIGN,2022,1,1,0.9741038407479798,1,267.0,221.0,224.2,190.8,1.134,0.8780000000000001,1.2081447963800904,0.8277153558052435,46.0,33.39999999999998,0.38042944057484696,Team A ganó,Team A ganó,Correcta,0.9482076814959597
KINGSLAYERS vs GOLDEN5,GOLDEN5,KINGSLAYERS,2021,0,0,0.06485273720455392,1,143.0,167.0,199.6,232.0,,,0.8562874251497006,1.167832167832168,-24.0,-32.400000000000006,-0.31154474268246735,Team B ganó,Team B ganó,Correcta,0.8702945255908922
Sentinels vs Shopify Rebellion,Sentinels,Shopify Rebellion,2022,1,1,0.9596407939988104,1,196.0,172.0,209.0,193.0,1.104,0.892,1.1395348837209303,0.8775510204081632,24.0,16.0,0.261983863312767,Team A ganó,Team A ganó,Correcta,0.9192815879976208
JustLose vs Kingsmen,JustLose,Kingsmen,2021,1,1,0.9960045815454117,1,181.0,132.0,229.4,179.0,,,1.371212121212121,0.7292817679558011,49.0,50.400000000000006,0.64193035325632,Team A ganó,Team A ganó,Correcta,0.9920091630908234
Team Big BAAM vs Bren Esports,Bren Esports,Team Big BAAM,2021,1,1,0.8581657375900364,1,231.0,212.0,210.8,195.6,1.072,0.924,1.0896226415094339,0.9177489177489178,19.0,15.200000000000017,0.17187372376051613,Team A ganó,Team A ganó,Correcta,0.7163314751800729
Team Sampi vs Team Leaf,Team Leaf,Team Sampi,2021,0,0,1.6238631801289144e-07,1,79.0,149.0,143.2,254.4,,,0.5302013422818792,1.8860759493670887,-70.0,-111.20000000000002,-1.3558746070852095,Team B ganó,Team B ganó,Correcta,0.999999675227364
RogerRoger vs Humanity Esport,Humanity Esport,RogerRoger,2021,0,0,2.5403038523842316e-08,1,77.0,146.0,161.0,249.6,0.558,1.3900000000000001,0.5273972602739726,1.896103896103896,-69.0,-88.6,-1.3687066358299234,Team B ganó,Team B ganó,Correcta,0.999999949193923
Gamelanders Blue vs SEMORGANIZAÇÃO,Gamelanders Blue,SEMORGANIZAÇÃO,2021,1,1,0.999893308864478,1,151.0,99.0,243.8,177.0,1.244,0.73,1.5252525252525253,0.6556291390728477,52.0,66.80000000000001,0.8696233861796776,Team A ganó,Team A ganó,Correcta,0.999786617728956
OLDGUYZ vs Bnain,Bnain,OLDGUYZ,2021,0,0,0.005709491907984684,1,124.0,160.0,198.6,231.0,,,0.775,1.2903225806451613,-36.0,-32.400000000000006,-0.5153225806451612,Team B ganó,Team B ganó,Correcta,0.9885810161840306
OutRage vs Navy Blue,Navy Blue,OutRage,2021,0,0,9.747161414317867e-05,1,112.0,163.0,172.4,237.4,0.702,1.284,0.6871165644171779,1.4553571428571428,-51.0,-65.0,-0.7682405784399648,Team B ganó,Team B ganó,Correcta,0.9998050567717136
No Pressure vs tyeasy,No Pressure,tyeasy,2021,1,1,0.9563846080923015,1,211.0,181.0,210.6,189.6,1.082,0.866,1.1657458563535912,0.8578199052132701,30.0,21.0,0.30792595114032106,Team A ganó,Team A ganó,Correcta,0.912769216184603
Soniqs vs Gx,Gx,Soniqs,2022,0,0,3.703416926858569e-05,1,103.0,154.0,168.4,226.8,0.732,1.29,0.6688311688311688,1.4951456310679612,-51.0,-58.400000000000006,-0.8263144622367924,Team B ganó,Team B ganó,Correcta,0.9999259316614628
Ksenox vs BOTSVLR,BOTSVLR,Ksenox,2021,0,0,6.0128544534752864e-05,1,109.0,160.0,174.0,239.2,0.7220000000000001,1.2719999999999998,0.68125,1.4678899082568808,-51.0,-65.19999999999999,-0.7866399082568808,Team B ganó,Team B ganó,Correcta,0.9998797429109305
Rebellion vs 969 gang,969 gang,Rebellion,2021,1,1,0.9978064635631546,1,171.0,129.0,238.4,194.0,1.1800000000000002,0.766,1.3255813953488371,0.7543859649122807,42.0,44.400000000000006,0.5711954304365564,Team A ganó,Team A ganó,Correcta,0.9956129271263092
19esports vs Rix.GG Thunder,19esports,Rix.GG Thunder,2022,1,1,0.9985423933967674,1,149.0,110.0,217.2,179.0,1.184,0.8240000000000001,1.3545454545454545,0.738255033557047,39.0,38.19999999999999,0.6162904209884075,Team A ganó,Team A ganó,Correcta,0.9970847867935348
Team Liquid vs LOUD,LOUD,Team Liquid,2023,1,1,0.9978308151949726,1,134.0,103.0,208.2,169.8,1.212,0.77,1.3009708737864079,0.7686567164179104,31.0,38.39999999999998,0.5323141573684974,Team A ganó,Team A ganó,Correcta,0.9956616303899453
ez5 vs Zero MarksMen,Zero MarksMen,ez5,2021,0,0,0.0005095133577917273,1,126.0,172.0,183.0,227.0,0.772,1.192,0.7325581395348837,1.3650793650793651,-46.0,-44.0,-0.6325212255444814,Team B ganó,Team B ganó,Correcta,0.9989809732844166
Exceeli Esports vs Crash Landin on You,Crash Landin on You,Exceeli Esports,2021,0,0,0.0007050209722513661,1,119.0,165.0,168.6,225.6,0.734,1.24,0.7212121212121212,1.3865546218487395,-46.0,-57.0,-0.6653425006366183,Team B ganó,Team B ganó,Correcta,0.9985899580554972
LDN UTD vs bref,LDN UTD,bref,2022,1,1,0.9999779368490375,1,143.0,88.0,227.2,155.8,1.286,0.662,1.625,0.6153846153846154,55.0,71.39999999999998,1.0096153846153846,Team A ganó,Team A ganó,Correcta,0.9999558736980749
Gen.G vs BOOM Esports,BOOM Esports,Gen.G,2025,1,1,0.9541728591989903,1,201.0,176.0,218.0,197.6,1.1560000000000001,0.986,1.1420454545454546,0.8756218905472637,25.0,20.400000000000006,0.2664235639981909,Team A ganó,Team A ganó,Correcta,0.9083457183979806
